track_id,rmd_zone_name,trigger_count,object_class,weekday,date,time,duration,enter_direction,enter_azimuth,exit_direction,exit_azimuth,min_speed,avg_speed,max_speed,speed_delta,alarm
16766,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:17.858471,7.57,approaching,172,approaching,202,27.90,41.40,50.40,9.90,1
16778,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:21.271997,3.10,departing,2,departing,358,40.50,42.30,43.20,-0.90,1
16796,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:24.176181,6.58,approaching,180,approaching,184,29.70,42.30,49.50,8.10,1
16806,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:25.827713,2.51,departing,356,departing,356,38.70,39.60,40.50,-1.80,1
16808,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:27.932185,7.21,departing,355,departing,355,44.10,49.50,58.50,-14.40,1
16833,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:30.042021,3.10,departing,353,departing,349,37.80,38.70,39.60,0.90,1
16844,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:33.139788,6.82,approaching,174,approaching,203,38.70,53.10,54.90,-11.70,1
16855,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:35.847458,5.33,approaching,179,approaching,184,52.20,54.00,55.80,-2.70,1
16861,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:36.854003,4.91,departing,9,departing,358,40.50,47.70,49.50,8.10,1
16865,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:37.957994,5.53,approaching,180,approaching,202,38.70,56.70,58.50,-17.10,1
16887,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:40.461803,6.11,approaching,178,approaching,180,49.50,52.20,56.70,3.60,1
16896,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:42.564732,6.26,approaching,176,approaching,203,35.10,52.20,54.00,-16.20,1
16902,Scenario 1,341,Unknown,Thu,2024-05-09,19:05:43.489211,0.48,departing,355,departing,355,49.50,49.50,49.50,0.00,0
16905,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:44.771549,2.71,departing,355,departing,357,47.70,48.60,49.50,-1.80,1
16912,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:46.574366,9.67,leftwards,286,rightwards,104,0.00,1.80,9.00,0.00,1
16887,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:46.689088,0.20,approaching,197,approaching,208,33.30,33.30,33.30,0.00,0
16927,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:47.577506,5.96,approaching,175,approaching,197,44.10,60.30,62.10,-17.10,1
16937,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:48.924690,2.31,departing,356,departing,348,46.80,47.70,47.70,-0.90,1
16950,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:51.934697,6.71,approaching,176,approaching,198,30.60,44.10,54.90,9.00,1
16969,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:56.246763,7.21,departing,2,departing,351,52.20,55.80,56.70,4.50,1
16991,Scenario 1,341,Vehicle,Thu,2024-05-09,19:05:59.544902,7.22,approaching,175,approaching,198,35.10,51.30,55.80,-13.50,1
17003,Scenario 1,341,Vehicle,Thu,2024-05-09,19:06:01.548249,6.82,approaching,176,approaching,187,44.10,50.40,52.20,-8.10,1
17021,Scenario 1,341,Vehicle,Thu,2024-05-09,19:06:05.173196,9.15,departing,1,departing,357,44.10,51.30,54.00,9.90,1
17152,Scenario 1,342,Vehicle,Thu,2024-05-09,19:06:38.277716,9.06,departing,359,departing,353,50.40,53.10,54.90,0.00,1
17163,Scenario 1,341,Unknown,Thu,2024-05-09,19:06:39.330227,0.80,departing,347,departing,342,117.00,119.70,121.50,4.50,0
17166,Scenario 1,342,Vehicle,Thu,2024-05-09,19:06:39.529397,2.60,departing,356,departing,353,104.40,106.20,108.00,-2.70,0
17176,Scenario 1,342,Vehicle,Thu,2024-05-09,19:06:40.030150,0.60,departing,351,departing,351,108.00,108.90,109.80,-1.80,0
17180,Scenario 1,342,Unknown,Thu,2024-05-09,19:06:40.631888,0.90,departing,355,departing,355,105.30,105.30,106.20,-0.90,0
17243,Scenario 1,343,Vehicle,Thu,2024-05-09,19:07:00.974298,7.35,departing,3,rightwards,67,20.70,26.10,35.10,-5.40,1
17253,Scenario 1,344,Vehicle,Thu,2024-05-09,19:07:11.543280,12.92,departing,332,departing,354,4.50,36.90,45.00,36.90,1
17312,Scenario 1,346,Vehicle,Thu,2024-05-09,19:07:34.638696,8.11,departing,357,departing,352,55.80,57.60,58.50,0.90,1
17336,Scenario 1,346,Vehicle,Thu,2024-05-09,19:07:42.348468,6.51,approaching,178,approaching,190,43.20,55.80,56.70,-13.50,1
17348,Scenario 1,347,Vehicle,Thu,2024-05-09,19:07:47.661038,5.31,approaching,175,approaching,179,57.60,57.60,59.40,1.80,1
17370,Scenario 1,348,Vehicle,Thu,2024-05-09,19:07:55.430586,5.71,departing,1,departing,354,54.90,58.50,60.30,3.60,1
17377,Scenario 1,348,Vehicle,Thu,2024-05-09,19:07:57.729928,6.41,approaching,175,approaching,202,44.10,54.00,55.80,-9.00,1
17397,Scenario 1,349,Vehicle,Thu,2024-05-09,19:08:06.853674,7.21,departing,5,departing,352,53.10,57.60,59.40,4.50,1
17415,Scenario 1,349,Vehicle,Thu,2024-05-09,19:08:11.457404,5.56,approaching,177,approaching,191,40.50,57.60,61.20,-15.30,1
17446,Scenario 1,351,Vehicle,Thu,2024-05-09,19:08:23.035106,8.72,departing,2,departing,356,52.20,54.90,56.70,0.00,1
17476,Scenario 1,352,Vehicle,Thu,2024-05-09,19:08:32.354473,8.52,departing,358,departing,350,54.00,55.80,59.40,4.50,1
17508,Scenario 1,352,Vehicle,Thu,2024-05-09,19:08:40.169300,9.46,departing,358,departing,345,18.00,36.90,54.00,-35.10,1
17525,Scenario 1,353,Vehicle,Thu,2024-05-09,19:08:51.547074,9.01,departing,360,departing,355,51.30,53.10,54.90,3.60,1
17543,Scenario 1,353,Vehicle,Thu,2024-05-09,19:08:56.947598,16.59,leftwards,250,departing,357,3.60,24.30,47.70,28.80,1
17595,Scenario 1,353,Vehicle,Thu,2024-05-09,19:09:09.934258,7.21,approaching,182,approaching,205,33.30,47.70,50.40,-12.60,1
17596,Scenario 1,353,Vehicle,Thu,2024-05-09,19:09:10.331862,4.61,departing,13,departing,360,39.60,48.60,51.30,9.90,1
17611,Scenario 1,353,Vehicle,Thu,2024-05-09,19:09:14.839068,6.52,approaching,179,approaching,209,33.30,45.90,49.50,-11.70,1
17618,Scenario 1,353,Vehicle,Thu,2024-05-09,19:09:16.544735,1.40,departing,352,departing,352,49.50,49.50,50.40,-0.90,0
17628,Scenario 1,353,Vehicle,Thu,2024-05-09,19:09:18.446533,5.21,approaching,174,approaching,199,31.50,45.00,46.80,-15.30,1
17633,Scenario 1,353,Vehicle,Thu,2024-05-09,19:09:19.550762,12.72,leftwards,245,approaching,171,8.10,10.80,17.10,-2.70,1
17637,Scenario 1,353,Vehicle,Thu,2024-05-09,19:09:19.867666,6.10,approaching,173,approaching,200,35.10,51.30,52.20,-17.10,1
17682,Scenario 1,353,Vehicle,Thu,2024-05-09,19:09:29.069833,8.06,approaching,164,approaching,203,38.70,52.20,55.80,-17.10,1
17742,Scenario 1,354,Vehicle,Thu,2024-05-09,19:09:39.234695,5.61,approaching,175,approaching,204,38.70,54.00,57.60,-16.20,1
17784,Scenario 1,355,Vehicle,Thu,2024-05-09,19:09:48.661363,7.01,approaching,176,approaching,203,30.60,42.30,50.40,2.70,1
17794,Scenario 1,355,Vehicle,Thu,2024-05-09,19:09:49.163490,5.11,departing,8,departing,1,9.90,49.50,52.20,0.00,1
17829,Scenario 1,356,Vehicle,Thu,2024-05-09,19:09:55.071891,3.55,departing,350,departing,351,49.50,49.50,51.30,-1.80,1
17855,Scenario 1,357,Vehicle,Thu,2024-05-09,19:10:00.227542,6.54,approaching,169,approaching,207,40.50,51.30,53.10,-9.90,1
17874,Scenario 1,358,Vehicle,Thu,2024-05-09,19:10:05.952160,7.61,approaching,173,approaching,206,36.00,49.50,52.20,-11.70,1
17885,Scenario 1,358,Vehicle,Thu,2024-05-09,19:10:07.547096,1.30,departing,28,rightwards,64,9.90,12.60,13.50,2.70,0
17910,Scenario 1,359,Vehicle,Thu,2024-05-09,19:10:11.959232,11.67,rightwards,64,departing,354,0.90,23.40,46.80,45.90,1
17958,Scenario 1,359,Vehicle,Thu,2024-05-09,19:10:20.671591,5.46,approaching,177,approaching,177,39.60,50.40,54.90,12.60,1
17974,Scenario 1,359,Vehicle,Thu,2024-05-09,19:10:23.930619,5.31,approaching,175,approaching,204,35.10,54.00,57.60,-15.30,1
17979,Scenario 1,359,Vehicle,Thu,2024-05-09,19:10:24.632301,6.11,approaching,176,approaching,203,40.50,55.80,56.70,-15.30,1
17982,Scenario 1,359,Unknown,Thu,2024-05-09,19:10:25.235646,0.80,departing,351,departing,354,53.10,53.10,54.00,0.90,0
18039,Scenario 1,360,Vehicle,Thu,2024-05-09,19:10:32.248173,3.62,departing,358,departing,357,37.80,46.80,53.10,1.80,1
18048,Scenario 1,361,Vehicle,Thu,2024-05-09,19:10:33.454321,10.11,departing,5,departing,348,41.40,46.80,49.50,3.60,1
18050,Scenario 1,360,Unknown,Thu,2024-05-09,19:10:33.654739,0.90,departing,343,departing,339,112.50,116.10,117.90,4.50,0
18060,Scenario 1,360,Unknown,Thu,2024-05-09,19:10:34.757033,0.51,departing,352,departing,352,98.10,98.10,98.10,0.00,0
18076,Scenario 1,360,Vehicle,Thu,2024-05-09,19:10:34.872786,1.10,departing,353,departing,351,96.30,98.10,99.90,0.00,0
18079,Scenario 1,360,Vehicle,Thu,2024-05-09,19:10:35.265244,0.41,departing,343,departing,346,99.90,100.80,102.60,-1.80,0
18084,Scenario 1,360,Unknown,Thu,2024-05-09,19:10:35.265244,1.80,departing,356,departing,357,93.60,94.50,94.50,-0.90,0
18092,Scenario 1,360,Vehicle,Thu,2024-05-09,19:10:35.570618,6.79,departing,3,departing,340,33.30,45.00,52.20,-15.30,1
18102,Scenario 1,360,Unknown,Thu,2024-05-09,19:10:36.182899,0.48,leftwards,236,leftwards,236,179.10,179.10,179.10,0.00,0
18128,Scenario 1,360,Vehicle,Thu,2024-05-09,19:10:38.960475,1.40,departing,360,departing,353,45.90,46.80,46.80,0.00,0
18167,Scenario 1,361,Vehicle,Thu,2024-05-09,19:10:44.977703,4.96,departing,5,departing,357,49.50,54.90,58.50,4.50,1
18181,Scenario 1,361,Vehicle,Thu,2024-05-09,19:10:46.674808,5.46,approaching,173,approaching,201,40.50,57.60,59.40,-17.10,1
18205,Scenario 1,363,Vehicle,Thu,2024-05-09,19:10:51.444356,2.10,departing,352,departing,356,54.90,54.90,55.80,0.00,1
18216,Scenario 1,363,Vehicle,Thu,2024-05-09,19:10:52.540446,4.20,departing,354,departing,352,52.20,54.00,55.80,2.70,1
18251,Scenario 1,364,Vehicle,Thu,2024-05-09,19:10:58.046913,3.12,departing,348,departing,349,49.50,51.30,54.90,-5.40,1
18263,Scenario 1,365,Vehicle,Thu,2024-05-09,19:11:00.164056,10.71,departing,4,departing,351,39.60,45.00,46.80,3.60,1
18336,Scenario 1,365,Vehicle,Thu,2024-05-09,19:11:14.330470,1.90,departing,351,departing,351,18.00,20.70,22.50,2.70,0
18363,Scenario 1,366,Vehicle,Thu,2024-05-09,19:11:21.041325,4.21,departing,348,leftwards,287,10.80,13.50,17.10,-3.60,1
18415,Scenario 1,367,Vehicle,Thu,2024-05-09,19:11:35.676277,9.67,departing,3,departing,351,45.00,49.50,51.30,6.30,1
18426,Scenario 1,367,Vehicle,Thu,2024-05-09,19:11:38.830958,16.73,departing,322,approaching,144,0.00,3.60,12.60,0.90,1
18434,Scenario 1,367,Vehicle,Thu,2024-05-09,19:11:43.741050,10.92,approaching,174,approaching,194,38.70,50.40,63.00,-9.90,1
18614,Scenario 1,368,Vehicle,Thu,2024-05-09,19:12:15.458407,9.61,departing,5,departing,357,45.00,50.40,52.20,5.40,1
18673,Scenario 1,369,Vehicle,Thu,2024-05-09,19:12:30.532498,7.42,approaching,178,approaching,197,27.90,40.50,45.90,9.90,1
18751,Scenario 1,370,Vehicle,Thu,2024-05-09,19:12:47.876534,7.36,departing,8,departing,356,38.70,42.30,45.90,-1.80,1
18770,Scenario 1,370,Vehicle,Thu,2024-05-09,19:12:50.726569,8.52,approaching,176,approaching,175,43.20,47.70,49.50,-0.90,1
18790,Scenario 1,370,Vehicle,Thu,2024-05-09,19:12:54.434665,1.40,departing,8,departing,357,36.90,40.50,43.20,6.30,0
18798,Scenario 1,370,Vehicle,Thu,2024-05-09,19:12:56.741315,2.70,departing,354,departing,349,40.50,41.40,41.40,0.90,1
18921,Scenario 1,371,Vehicle,Thu,2024-05-09,19:13:24.853294,9.72,departing,2,departing,358,46.80,48.60,51.30,0.00,1
18988,Scenario 1,372,Vehicle,Thu,2024-05-09,19:13:34.974613,9.57,departing,10,departing,351,36.00,40.50,45.00,9.00,1
18997,Scenario 1,371,Unknown,Thu,2024-05-09,19:13:36.275719,0.50,leftwards,227,leftwards,227,173.70,173.70,173.70,0.00,0
18986,Scenario 1,372,Vehicle,Thu,2024-05-09,19:13:37.075825,2.77,departing,333,departing,331,6.30,10.80,28.80,-4.50,1
19011,Scenario 1,372,Vehicle,Thu,2024-05-09,19:13:38.432124,7.31,departing,3,departing,37,5.40,41.40,48.60,-38.70,1
19025,Scenario 1,372,Vehicle,Thu,2024-05-09,19:13:41.034433,7.23,approaching,176,approaching,194,27.00,43.20,52.20,9.00,1
19058,Scenario 1,373,Vehicle,Thu,2024-05-09,19:13:47.452294,1.90,departing,355,departing,351,43.20,45.00,45.90,2.70,0
19057,Scenario 1,373,Vehicle,Thu,2024-05-09,19:13:47.552508,8.01,approaching,171,approaching,209,29.70,41.40,42.30,-11.70,1
19073,Scenario 1,373,Vehicle,Thu,2024-05-09,19:13:49.250745,8.12,approaching,175,approaching,197,28.80,44.10,48.60,-18.90,1
19096,Scenario 1,373,Vehicle,Thu,2024-05-09,19:13:52.064423,9.16,departing,358,departing,339,18.90,38.70,52.20,-32.40,1
19092,Scenario 1,373,Vehicle,Thu,2024-05-09,19:13:52.567399,7.01,approaching,175,approaching,196,39.60,45.90,49.50,-6.30,1
19221,Scenario 1,374,Vehicle,Thu,2024-05-09,19:14:19.371034,9.46,departing,2,departing,358,47.70,50.40,53.10,-1.80,1
19275,Scenario 1,375,Vehicle,Thu,2024-05-09,19:14:33.444257,7.01,departing,5,departing,352,48.60,51.30,54.00,-0.90,1
19294,Scenario 1,375,Vehicle,Thu,2024-05-09,19:14:37.046829,6.72,approaching,177,approaching,195,30.60,44.10,54.00,6.30,1
19331,Scenario 1,375,Vehicle,Thu,2024-05-09,19:14:42.360534,0.72,departing,2,departing,350,45.00,45.00,45.00,0.00,0
19332,Scenario 1,376,Vehicle,Thu,2024-05-09,19:14:42.561427,6.41,approaching,179,approaching,178,30.60,46.80,60.30,26.10,1
19375,Scenario 1,378,Vehicle,Thu,2024-05-09,19:14:49.180149,11.17,departing,4,departing,354,36.90,43.20,45.00,7.20,1
19373,Scenario 1,377,Vehicle,Thu,2024-05-09,19:14:49.379993,7.16,approaching,174,approaching,203,27.00,40.50,49.50,10.80,1
19461,Scenario 1,378,Vehicle,Thu,2024-05-09,19:15:00.647295,6.22,departing,355,departing,354,47.70,48.60,48.60,0.90,1
19468,Scenario 1,378,Vehicle,Thu,2024-05-09,19:15:01.755141,9.72,approaching,170,approaching,197,37.80,51.30,52.20,-12.60,1
19473,Scenario 1,378,Vehicle,Thu,2024-05-09,19:15:02.461989,6.30,departing,13,departing,350,32.40,42.30,44.10,11.70,1
19523,Scenario 1,378,Vehicle,Thu,2024-05-09,19:15:10.674850,1.80,departing,356,departing,355,45.90,45.90,46.80,0.90,0
19530,Scenario 1,379,Vehicle,Thu,2024-05-09,19:15:11.472497,4.71,approaching,177,approaching,204,35.10,51.30,54.00,-16.20,1
19567,Scenario 1,380,Vehicle,Thu,2024-05-09,19:15:16.477445,6.87,approaching,170,approaching,193,40.50,50.40,52.20,-9.00,1
19607,Scenario 1,382,Vehicle,Thu,2024-05-09,19:15:24.849581,7.91,departing,7,departing,355,53.10,60.30,62.10,9.00,1
19632,Scenario 1,382,Vehicle,Thu,2024-05-09,19:15:31.465127,12.07,departing,347,approaching,210,2.70,13.50,30.60,18.00,1
19692,Scenario 1,382,Unknown,Thu,2024-05-09,19:15:40.684303,1.35,departing,4,departing,358,48.60,52.20,54.00,4.50,0
19707,Scenario 1,383,Vehicle,Thu,2024-05-09,19:15:43.041848,6.50,departing,359,departing,352,52.20,53.10,54.00,-0.90,1
19740,Scenario 1,384,Vehicle,Thu,2024-05-09,19:15:52.656127,11.22,departing,357,departing,349,41.40,42.30,45.90,0.00,1
19783,Scenario 1,385,Vehicle,Thu,2024-05-09,19:16:04.077488,9.77,departing,357,departing,350,44.10,48.60,53.10,-2.70,1
19796,Scenario 1,384,Unknown,Thu,2024-05-09,19:16:04.931257,0.51,leftwards,233,leftwards,233,172.80,172.80,172.80,0.00,0
19867,Scenario 1,386,Vehicle,Thu,2024-05-09,19:16:17.149841,11.13,approaching,173,rightwards,114,8.10,27.90,42.30,-29.70,1
19887,Scenario 1,386,Vehicle,Thu,2024-05-09,19:16:25.979939,19.28,approaching,170,departing,36,11.70,23.40,45.00,-31.50,1
19987,Scenario 1,387,Vehicle,Thu,2024-05-09,19:16:50.870301,7.47,approaching,180,approaching,184,46.80,52.20,54.00,-6.30,1
19986,Scenario 1,386,Unknown,Thu,2024-05-09,19:16:51.371497,0.50,departing,30,departing,30,2.70,2.70,2.70,0.00,0
20000,Scenario 1,387,Vehicle,Thu,2024-05-09,19:16:53.932822,12.62,departing,12,departing,342,13.50,28.80,40.50,-18.90,1
20071,Scenario 1,388,Vehicle,Thu,2024-05-09,19:17:09.556672,5.41,approaching,169,approaching,175,36.00,51.30,62.10,26.10,1
20105,Scenario 1,389,Vehicle,Thu,2024-05-09,19:17:20.536873,8.01,departing,10,departing,356,14.40,29.70,39.60,-17.10,1
20101,Scenario 1,389,Vehicle,Thu,2024-05-09,19:17:20.938989,10.33,departing,320,approaching,215,0.90,16.20,33.30,29.70,1
20135,Scenario 1,389,Vehicle,Thu,2024-05-09,19:17:27.053278,18.88,leftwards,226,departing,353,6.30,18.90,32.40,12.60,1
20145,Scenario 1,389,Vehicle,Thu,2024-05-09,19:17:30.857862,8.12,departing,351,departing,358,6.30,18.90,34.20,25.20,1
20162,Scenario 1,389,Vehicle,Thu,2024-05-09,19:17:34.063274,9.07,approaching,179,approaching,206,28.80,43.20,47.70,8.10,1
20199,Scenario 1,389,Vehicle,Thu,2024-05-09,19:17:41.180582,7.56,approaching,172,approaching,208,30.60,40.50,45.00,-6.30,1
20215,Scenario 1,389,Vehicle,Thu,2024-05-09,19:17:43.330414,7.32,approaching,175,approaching,210,32.40,40.50,45.00,-2.70,1
20228,Scenario 1,389,Vehicle,Thu,2024-05-09,19:17:46.239701,6.81,approaching,170,approaching,206,28.80,40.50,44.10,-6.30,1
20246,Scenario 1,389,Vehicle,Thu,2024-05-09,19:17:51.248069,0.80,departing,348,departing,350,40.50,40.50,41.40,0.90,0
20256,Scenario 1,390,Vehicle,Thu,2024-05-09,19:17:54.357584,9.01,departing,331,leftwards,241,0.90,9.00,23.40,-8.10,1
20268,Scenario 1,390,Vehicle,Thu,2024-05-09,19:18:00.770987,6.48,departing,5,departing,354,43.20,49.50,51.30,8.10,1
20287,Scenario 1,390,Vehicle,Thu,2024-05-09,19:18:04.384282,8.55,departing,1,departing,355,32.40,54.90,57.60,5.40,1
20292,Scenario 1,390,Vehicle,Thu,2024-05-09,19:18:07.134738,12.52,rightwards,51,departing,358,12.60,34.20,46.80,34.20,1
20338,Scenario 1,390,Vehicle,Thu,2024-05-09,19:18:17.347272,10.64,approaching,178,approaching,174,38.70,49.50,53.10,-9.90,1
20339,Scenario 1,390,Vehicle,Thu,2024-05-09,19:18:17.849013,5.41,approaching,179,approaching,178,45.90,48.60,49.50,-2.70,1
20352,Scenario 1,390,Vehicle,Thu,2024-05-09,19:18:19.853638,4.21,approaching,178,approaching,172,48.60,49.50,50.40,1.80,1
20367,Scenario 1,390,Unknown,Thu,2024-05-09,19:18:24.671573,0.50,approaching,170,approaching,170,51.30,51.30,51.30,0.00,0
20490,Scenario 1,391,Vehicle,Thu,2024-05-09,19:18:51.078924,11.56,departing,13,departing,347,34.20,42.30,44.10,6.30,1
20500,Scenario 1,391,Vehicle,Thu,2024-05-09,19:18:53.480726,12.87,departing,325,departing,354,4.50,36.90,49.50,32.40,1
20568,Scenario 1,392,Vehicle,Thu,2024-05-09,19:19:14.677017,8.35,departing,359,departing,342,22.50,42.30,56.70,-31.50,1
20578,Scenario 1,391,Unknown,Thu,2024-05-09,19:19:15.473180,0.50,leftwards,238,leftwards,238,180.90,180.90,180.90,0.00,0
20606,Scenario 1,393,Vehicle,Thu,2024-05-09,19:19:30.053547,9.61,departing,357,departing,354,44.10,45.90,46.80,2.70,1
20629,Scenario 1,393,Vehicle,Thu,2024-05-09,19:19:33.165095,7.20,departing,5,departing,353,37.80,46.80,48.60,10.80,1
20652,Scenario 1,393,Vehicle,Thu,2024-05-09,19:19:38.164951,5.01,approaching,179,approaching,202,42.30,58.50,60.30,-16.20,1
20656,Scenario 1,393,Vehicle,Thu,2024-05-09,19:19:42.275863,1.20,departing,354,departing,355,45.90,46.80,47.70,-1.80,0
20663,Scenario 1,394,Vehicle,Thu,2024-05-09,19:19:44.775732,5.26,approaching,180,approaching,190,49.50,62.10,63.00,-12.60,1
20666,Scenario 1,394,Vehicle,Thu,2024-05-09,19:19:45.703924,5.54,departing,0,departing,351,50.40,52.20,53.10,2.70,1
20675,Scenario 1,394,Vehicle,Thu,2024-05-09,19:19:47.835127,5.81,approaching,174,approaching,192,47.70,57.60,59.40,-10.80,1
20690,Scenario 1,394,Vehicle,Thu,2024-05-09,19:19:52.849332,1.80,departing,353,departing,355,53.10,53.10,54.00,0.90,0
20696,Scenario 1,395,Vehicle,Thu,2024-05-09,19:19:59.062027,11.36,departing,0,departing,352,39.60,42.30,44.10,4.50,1
20722,Scenario 1,396,Vehicle,Thu,2024-05-09,19:20:15.644681,14.42,departing,12,departing,345,28.80,34.20,42.30,13.50,1
20793,Scenario 1,397,Human,Thu,2024-05-09,19:20:44.347465,23.40,departing,2,departing,332,2.70,5.40,8.10,-1.80,0
20825,Scenario 1,397,Vehicle,Thu,2024-05-09,19:21:03.235011,4.41,approaching,171,approaching,207,36.00,54.90,56.70,-20.70,1
20827,Scenario 1,397,Vehicle,Thu,2024-05-09,19:21:05.643562,6.32,approaching,181,approaching,176,54.00,54.90,56.70,2.70,1
20835,Scenario 1,398,Vehicle,Thu,2024-05-09,19:21:10.152391,6.52,approaching,176,approaching,201,32.40,45.00,51.30,2.70,1
20838,Scenario 1,398,Vehicle,Thu,2024-05-09,19:21:10.956461,9.72,departing,5,departing,348,47.70,49.50,53.10,2.70,1
20827,Scenario 1,398,Vehicle,Thu,2024-05-09,19:21:12.061097,0.10,approaching,189,approaching,189,37.80,37.80,37.80,0.00,0
20856,Scenario 1,398,Vehicle,Thu,2024-05-09,19:21:13.864304,8.51,departing,355,departing,348,48.60,50.40,54.00,-3.60,1
20872,Scenario 1,398,Vehicle,Thu,2024-05-09,19:21:18.270422,7.96,departing,0,departing,349,27.00,40.50,50.40,-21.60,1
20884,Scenario 1,399,Vehicle,Thu,2024-05-09,19:21:26.130769,4.22,approaching,179,approaching,195,48.60,60.30,61.20,-11.70,1
20885,Scenario 1,400,Vehicle,Thu,2024-05-09,19:21:28.844372,8.61,departing,3,departing,352,49.50,55.80,56.70,7.20,1
20895,Scenario 1,400,Vehicle,Thu,2024-05-09,19:21:31.747205,7.21,departing,353,departing,354,56.70,57.60,58.50,0.00,1
20945,Scenario 1,401,Vehicle,Thu,2024-05-09,19:21:48.726228,8.83,approaching,181,approaching,196,40.50,45.00,47.70,-4.50,1
20969,Scenario 1,401,Vehicle,Thu,2024-05-09,19:21:54.846829,7.71,departing,358,departing,355,45.00,47.70,50.40,2.70,1
20976,Scenario 1,401,Vehicle,Thu,2024-05-09,19:21:56.049679,3.91,approaching,174,approaching,198,36.00,57.60,59.40,-22.50,1
20988,Scenario 1,401,Vehicle,Thu,2024-05-09,19:21:57.551949,8.11,approaching,171,approaching,205,37.80,52.20,54.00,-12.60,1
21022,Scenario 1,401,Vehicle,Thu,2024-05-09,19:22:03.060195,5.51,approaching,171,approaching,192,38.70,48.60,55.80,4.50,1
21058,Scenario 1,402,Vehicle,Thu,2024-05-09,19:22:12.286697,7.56,departing,3,departing,355,54.00,57.60,59.40,3.60,1
21080,Scenario 1,402,Vehicle,Thu,2024-05-09,19:22:16.535785,7.22,approaching,172,approaching,207,43.20,54.90,56.70,-12.60,1
21120,Scenario 1,403,Vehicle,Thu,2024-05-09,19:22:26.156236,6.01,departing,355,departing,351,56.70,57.60,58.50,1.80,1
21177,Scenario 1,404,Vehicle,Thu,2024-05-09,19:22:40.137079,10.32,departing,27,approaching,202,1.80,16.20,33.30,14.40,1
21213,Scenario 1,404,Vehicle,Thu,2024-05-09,19:22:48.455181,6.31,approaching,175,approaching,178,49.50,50.40,52.20,0.00,1
21233,Scenario 1,405,Vehicle,Thu,2024-05-09,19:22:53.263403,6.31,approaching,173,approaching,200,37.80,52.20,54.00,-15.30,1
21213,Scenario 1,404,Vehicle,Thu,2024-05-09,19:22:54.867234,0.20,approaching,202,approaching,212,32.40,33.30,34.20,1.80,0
21290,Scenario 1,406,Vehicle,Thu,2024-05-09,19:23:23.079790,5.95,departing,10,departing,356,40.50,48.60,50.40,8.10,1
21296,Scenario 1,406,Vehicle,Thu,2024-05-09,19:23:24.494934,6.44,approaching,174,approaching,186,45.00,58.50,62.10,-12.60,1
21313,Scenario 1,407,Vehicle,Thu,2024-05-09,19:23:30.538306,2.50,departing,2,departing,353,47.70,48.60,48.60,0.90,1
21322,Scenario 1,409,Vehicle,Thu,2024-05-09,19:23:49.776683,8.97,departing,6,departing,353,40.50,54.00,55.80,15.30,1
21350,Scenario 1,409,Vehicle,Thu,2024-05-09,19:23:58.850536,8.52,departing,6,departing,356,37.80,43.20,45.00,5.40,1
21372,Scenario 1,409,Vehicle,Thu,2024-05-09,19:24:02.749205,7.53,approaching,169,approaching,188,53.10,57.60,60.30,-3.60,1
21376,Scenario 1,409,Vehicle,Thu,2024-05-09,19:24:06.665190,2.71,departing,4,departing,356,41.40,45.90,48.60,5.40,1
21392,Scenario 1,409,Unknown,Thu,2024-05-09,19:24:08.781856,1.69,departing,4,leftwards,298,4.50,29.70,49.50,-40.50,0
21390,Scenario 1,409,Vehicle,Thu,2024-05-09,19:24:09.375947,0.80,departing,351,departing,350,44.10,44.10,44.10,0.00,0
21400,Scenario 1,410,Vehicle,Thu,2024-05-09,19:24:10.872422,5.96,departing,0,departing,354,46.80,47.70,48.60,0.90,1
21406,Scenario 1,410,Vehicle,Thu,2024-05-09,19:24:11.170183,7.16,departing,357,departing,355,47.70,49.50,51.30,0.90,1
21414,Scenario 1,411,Vehicle,Thu,2024-05-09,19:24:20.940718,5.21,departing,26,rightwards,90,0.90,10.80,24.30,-3.60,1
21418,Scenario 1,411,Vehicle,Thu,2024-05-09,19:24:23.744162,7.22,approaching,179,approaching,213,38.70,44.10,50.40,0.00,1
21425,Scenario 1,412,Vehicle,Thu,2024-05-09,19:24:29.562111,5.01,approaching,211,approaching,203,2.70,21.60,32.40,21.60,1
